2021-08-04 19:00:59 startup archives install
2022-05-09 08:29:07 status unpacked cpu-checker:amd64 0.7-0ubuntu7
2022-05-09 08:29:07 status unpacked cpu-checker:amd64 0.7-0ubuntu7
2022-05-09 08:29:07 install ipxe-qemu:all <none> 1.0.0+git-20150424.a25a16d-1ubuntu1.2
2022-05-09 08:29:07 status half-installed ipxe-qemu:all 1.0.0+git-20150424.a25a16d-1ubuntu1.2
2022-05-09 08:29:07 status unpacked ipxe-qemu:all 1.0.0+git-20150424.a25a16d-1ubuntu1.2
2022-05-09 08:29:07 status unpacked ipxe-qemu:all 1.0.0+git-20150424.a25a16d-1ubuntu1.2
2022-05-09 08:29:07 install libaio1:amd64 <none> 0.3.110-2
2022-05-09 08:29:07 status half-installed libaio1:amd64 0.3.110-2
2022-05-09 08:29:07 status unpacked libaio1:amd64 0.3.110-2
2022-05-09 08:29:07 status unpacked libaio1:amd64 0.3.110-2
2022-05-09 08:29:07 install libasound2-data:all <none> 1.1.0-0ubuntu1
2022-05-09 08:29:07 status half-installed libasound2-data:all 1.1.0-0ubuntu1
2022-05-09 08:29:07 status unpacked libasound2-data:all 1.1.0-0ubuntu1
2022-05-09 08:29:07 status unpacked libasound2-data:all 1.1.0-0ubuntu1
2022-05-09 08:29:07 install libasound2:amd64 <none> 1.1.0-0ubuntu1
2022-05-09 08:29:07 status half-installed libasound2:amd64 1.1.0-0ubuntu1
2022-05-09 08:29:07 status unpacked libasound2:amd64 1.1.0-0ubuntu1
2022-05-09 08:29:07 status unpacked libasound2:amd64 1.1.0-0ubuntu1
2022-05-09 08:29:07 install libbluetooth3:amd64 <none> 5.37-0ubuntu5.3
2022-05-09 08:29:07 status half-installed libbluetooth3:amd64 5.37-0ubuntu5.3
2022-05-09 08:29:07 status unpacked libbluetooth3:amd64 5.37-0ubuntu5.3
2022-05-09 08:29:07 status unpacked libbluetooth3:amd64 5.37-0ubuntu5.3
2022-05-09 08:29:08 install libcaca0:amd64 <none> 0.99.beta19-2ubuntu0.16.04.2
2022-05-09 08:29:08 status half-installed libcaca0:amd64 0.99.beta19-2ubuntu0.16.04.2
2022-05-09 08:29:08 status unpacked libcaca0:amd64 0.99.beta19-2ubuntu0.16.04.2
2022-05-09 08:29:08 status unpacked libcaca0:amd64 0.99.beta19-2ubuntu0.16.04.2
2022-05-09 08:29:08 install libcacard0:amd64 <none> 1:2.5.0-2
2022-05-09 08:29:08 status half-installed libcacard0:amd64 1:2.5.0-2
2022-05-09 08:29:08 status unpacked libcacard0:amd64 1:2.5.0-2
2022-05-09 08:29:08 status unpacked libcacard0:amd64 1:2.5.0-2
2022-05-09 08:29:08 install libflac8:amd64 <none> 1.3.1-4
2022-05-09 08:29:08 status half-installed libflac8:amd64 1.3.1-4
2022-05-09 08:29:08 status unpacked libflac8:amd64 1.3.1-4
2022-05-09 08:29:08 status unpacked libflac8:amd64 1.3.1-4
2022-05-09 08:29:08 install libjpeg8:amd64 <none> 8c-2ubuntu8
2022-05-09 08:29:08 status half-installed libjpeg8:amd64 8c-2ubuntu8
2022-05-09 08:29:08 status unpacked libjpeg8:amd64 8c-2ubuntu8
2022-05-09 08:29:08 status unpacked libjpeg8:amd64 8c-2ubuntu8
2022-05-09 08:29:08 install libopus0:amd64 <none> 1.1.2-1ubuntu1
2022-05-09 08:29:08 status half-installed libopus0:amd64 1.1.2-1ubuntu1
2022-05-09 08:29:08 status unpacked libopus0:amd64 1.1.2-1ubuntu1
2022-05-09 08:29:08 status unpacked libopus0:amd64 1.1.2-1ubuntu1
2022-05-09 08:29:08 install libpixman-1-0:amd64 <none> 0.33.6-1
2022-05-09 08:29:08 status half-installed libpixman-1-0:amd64 0.33.6-1
2022-05-09 08:29:08 status unpacked libpixman-1-0:amd64 0.33.6-1
2022-05-09 08:29:08 status unpacked libpixman-1-0:amd64 0.33.6-1
2022-05-09 08:29:08 install libvorbis0a:amd64 <none> 1.3.5-3ubuntu0.2
2022-05-09 08:29:08 status half-installed libvorbis0a:amd64 1.3.5-3ubuntu0.2
2022-05-09 08:29:08 status unpacked libvorbis0a:amd64 1.3.5-3ubuntu0.2
2022-05-09 08:29:08 status unpacked libvorbis0a:amd64 1.3.5-3ubuntu0.2
2022-05-09 08:29:08 install libvorbisenc2:amd64 <none> 1.3.5-3ubuntu0.2
2022-05-09 08:29:08 status half-installed libvorbisenc2:amd64 1.3.5-3ubuntu0.2
2022-05-09 08:29:08 status unpacked libvorbisenc2:amd64 1.3.5-3ubuntu0.2
2022-05-09 08:29:08 status unpacked libvorbisenc2:amd64 1.3.5-3ubuntu0.2
2022-05-09 08:29:08 install libsndfile1:amd64 <none> 1.0.25-10ubuntu0.16.04.3
2022-05-09 08:29:08 status half-installed libsndfile1:amd64 1.0.25-10ubuntu0.16.04.3
2022-05-09 08:29:08 status unpacked libsndfile1:amd64 1.0.25-10ubuntu0.16.04.3
2022-05-09 08:29:08 status unpacked libsndfile1:amd64 1.0.25-10ubuntu0.16.04.3
2022-05-09 08:29:08 install libpulse0:amd64 <none> 1:8.0-0ubuntu3.15
2022-05-09 08:29:08 status half-installed libpulse0:amd64 1:8.0-0ubuntu3.15
2022-05-09 08:29:08 status unpacked libpulse0:amd64 1:8.0-0ubuntu3.15
2022-05-09 08:29:08 status unpacked libpulse0:amd64 1:8.0-0ubuntu3.15
2022-05-09 08:29:08 install libsdl1.2debian:amd64 <none> 1.2.15+dfsg1-3ubuntu0.1
2022-05-09 08:29:08 status half-installed libsdl1.2debian:amd64 1.2.15+dfsg1-3ubuntu0.1
2022-05-09 08:29:08 status unpacked libsdl1.2debian:amd64 1.2.15+dfsg1-3ubuntu0.1
2022-05-09 08:29:08 status unpacked libsdl1.2debian:amd64 1.2.15+dfsg1-3ubuntu0.1
2022-05-09 08:29:08 install libspice-server1:amd64 <none> 0.12.6-4ubuntu0.5
2022-05-09 08:29:08 status half-installed libspice-server1:amd64 0.12.6-4ubuntu0.5
2022-05-09 08:29:09 status unpacked libspice-server1:amd64 0.12.6-4ubuntu0.5
2022-05-09 08:29:09 status unpacked libspice-server1:amd64 0.12.6-4ubuntu0.5
2022-05-09 08:29:09 install libusbredirparser1:amd64 <none> 0.7.1-1
2022-05-09 08:29:09 status half-installed libusbredirparser1:amd64 0.7.1-1
2022-05-09 08:29:09 status unpacked libusbredirparser1:amd64 0.7.1-1
2022-05-09 08:29:09 status unpacked libusbredirparser1:amd64 0.7.1-1
2022-05-09 08:29:09 install libxenstore3.0:amd64 <none> 4.6.5-0ubuntu1.4
2022-05-09 08:29:09 status half-installed libxenstore3.0:amd64 4.6.5-0ubuntu1.4
2022-05-09 08:29:09 status unpacked libxenstore3.0:amd64 4.6.5-0ubuntu1.4
2022-05-09 08:29:09 status unpacked libxenstore3.0:amd64 4.6.5-0ubuntu1.4
2022-05-09 08:29:09 install libxen-4.6:amd64 <none> 4.6.5-0ubuntu1.4
2022-05-09 08:29:09 status half-installed libxen-4.6:amd64 4.6.5-0ubuntu1.4
2022-05-09 08:29:09 status unpacked libxen-4.6:amd64 4.6.5-0ubuntu1.4
2022-05-09 08:29:09 status unpacked libxen-4.6:amd64 4.6.5-0ubuntu1.4
2022-05-09 08:29:09 install libbrlapi0.6:amd64 <none> 5.3.1-2ubuntu2.1
2022-05-09 08:29:09 status half-installed libbrlapi0.6:amd64 5.3.1-2ubuntu2.1
2022-05-09 08:29:09 status unpacked libbrlapi0.6:amd64 5.3.1-2ubuntu2.1
2022-05-09 08:29:09 status unpacked libbrlapi0.6:amd64 5.3.1-2ubuntu2.1
2022-05-09 08:29:09 install libfdt1:amd64 <none> 1.4.0+dfsg-2
2022-05-09 08:29:09 status half-installed libfdt1:amd64 1.4.0+dfsg-2
2022-05-09 08:29:09 status unpacked libfdt1:amd64 1.4.0+dfsg-2
2022-05-09 08:29:09 status unpacked libfdt1:amd64 1.4.0+dfsg-2
2022-05-09 08:29:09 install qemu-system-arm:amd64 <none> 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:09 status half-installed qemu-system-arm:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:09 status unpacked qemu-system-arm:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:09 status unpacked qemu-system-arm:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:09 install qemu-system-mips:amd64 <none> 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:09 status half-installed qemu-system-mips:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:10 status unpacked qemu-system-mips:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:10 status unpacked qemu-system-mips:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:10 install qemu-slof:all <none> 20151103+dfsg-1ubuntu1.1
2022-05-09 08:29:10 status half-installed qemu-slof:all 20151103+dfsg-1ubuntu1.1
2022-05-09 08:29:10 status unpacked qemu-slof:all 20151103+dfsg-1ubuntu1.1
2022-05-09 08:29:10 status unpacked qemu-slof:all 20151103+dfsg-1ubuntu1.1
2022-05-09 08:29:10 install qemu-system-ppc:amd64 <none> 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:10 status half-installed qemu-system-ppc:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:10 status unpacked qemu-system-ppc:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:10 status unpacked qemu-system-ppc:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:10 install qemu-system-sparc:amd64 <none> 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:10 status half-installed qemu-system-sparc:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:11 status unpacked qemu-system-sparc:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:11 status unpacked qemu-system-sparc:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:11 install seabios:all <none> 1.8.2-1ubuntu1
2022-05-09 08:29:11 status half-installed seabios:all 1.8.2-1ubuntu1
2022-05-09 08:29:11 status unpacked seabios:all 1.8.2-1ubuntu1
2022-05-09 08:29:11 status unpacked seabios:all 1.8.2-1ubuntu1
2022-05-09 08:29:11 install qemu-system-x86:amd64 <none> 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:11 status half-installed qemu-system-x86:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:11 status unpacked qemu-system-x86:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:11 status unpacked qemu-system-x86:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:11 install qemu-system-misc:amd64 <none> 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:11 status half-installed qemu-system-misc:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:12 status unpacked qemu-system-misc:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:12 status unpacked qemu-system-misc:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:12 install qemu-system:amd64 <none> 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:12 status half-installed qemu-system:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:12 status unpacked qemu-system:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:12 status unpacked qemu-system:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:12 install qemu-user:amd64 <none> 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:12 status half-installed qemu-user:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:13 status unpacked qemu-user:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:13 status unpacked qemu-user:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:13 install qemu-utils:amd64 <none> 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:13 status half-installed qemu-utils:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:13 status unpacked qemu-utils:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:13 status unpacked qemu-utils:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:13 install qemu:amd64 <none> 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:13 status half-installed qemu:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:13 status unpacked qemu:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:13 status unpacked qemu:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:13 install qemu-user-binfmt:amd64 <none> 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:13 status half-installed qemu-user-binfmt:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:13 status unpacked qemu-user-binfmt:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:13 status unpacked qemu-user-binfmt:amd64 1:2.5+dfsg-5ubuntu10.51
2022-05-09 08:29:13 install sharutils:amd64 <none> 1:4.15.2-1ubuntu0.1
2022-05-09 08:29:13 status half-installed sharutils:amd64 1:4.15.2-1ubuntu0.1
2022-05-09 08:29:13 status unpacked sharutils:amd64 1:4.15.2-1ubuntu0.1
2022-05-09 08:29:13 status unpacked sharutils:amd64 1:4.15.2-1ubuntu0.1
2022-05-09 08:29:13 install tcpd:amd64 <none> 7.6.q-25
2022-05-09 08:29:13 status half-installed tcpd:amd64 7.6.q-25
2022-05-09 08:29:13 status unpacked tcpd:amd64 7.6.q-25
2022-05-09 08:29:13 status unpacked tcpd:amd64 7.6.q-25
2022-05-09 08:29:13 trigproc libc-bin:amd64 2.23-0ubuntu11.3 <none>
2022-05-09 08:29:13 status half-configured libc-bin:amd64 2.23-0ubuntu11.3
2022-05-09 08:29:13 status installed libc-bin:amd64 2.23-0ubuntu11.3
2022-05-09 08:29:13 trigproc systemd:amd64 229-4ubuntu21.31 <none>
2022-05-09 08:29:13 status half-configured systemd:amd64 229-4ubuntu21.31
2022-05-09 08:29:13 status installed systemd:amd64 229-4ubuntu21.31
2022-05-09 08:29:13 startup packages configure
2022-05-09 08:29:13 configure libffi6:amd64 3.2.1-4 <none>
2022-05-09 08:29:13 status triggers-pending libc-bin:amd64 2.23-0ubuntu11.3
2022-05-09 08:29:13 status unpacked libffi6:amd64 3.2.1-4
2022-05-09 08:29:13 status half-configured libffi6:amd64 3.2.1-4
2022-05-09 08:29:13 status installed libffi6:amd64 3.2.1-4
2022-05-09 08:29:13 configure libglib2.0-0:amd64 2.48.2-0ubuntu4.8 <none>
2022-05-09 08:29:13 status unpacked libglib2.0-0:amd64 2.48.2-0ubuntu4.8
2022-05-09 08:29:13 status half-configured libglib2.0-0:amd64 2.48.2-0ubuntu4.8
2022-05-09 08:29:13 status installed libglib2.0-0:amd64 2.48.2-0ubuntu4.8
2022-05-09 08:29:13 configure libxau6:amd64 1:1.0.8-1 <none>
2022-05-09 08:29:13 status unpacked libxau6:amd64 1:1.0.8-1
2022-05-09 08:29:13 status half-configured libxau6:amd64 1:1.0.8-1
2022-05-09 08:29:13 status installed libxau6:amd64 1:1.0.8-1
2022-05-09 08:29:13 configure libxdmcp6:amd64 1:1.1.2-1.1 <none>
2022-05-09 08:29:13 status unpacked libxdmcp6:amd64 1:1.1.2-1.1
2022-05-09 08:29:13 status half-configured libxdmcp6:amd64 1:1.1.2-1.1
2022-05-09 08:29:13 status installed libxdmcp6:amd64 1:1.1.2-1.1
2022-05-09 08:29:13 configure libxcb1:amd64 1.11.1-1ubuntu1 <none>
2022-05-09 08:29:13 status unpacked libxcb1:amd64 1.11.1-1ubuntu1
2022-05-09 08:29:13 status half-configured libxcb1:amd64 1.11.1-1ubuntu1
2022-05-09 08:29:13 status installed libxcb1:amd64 1.11.1-1ubuntu1
2022-05-09 08:29:13 configure libx11-data:all 2:1.6.3-1ubuntu2.2 <none>
2022-05-09 08:29:13 status unpacked libx11-data:all 2:1.6.3-1ubuntu2.2
2022-05-09 08:29:13 status half-configured libx11-data:all 2:1.6.3-1ubuntu2.2
2022-05-09 08:29:13 status installed libx11-data:all 2:1.6.3-1ubuntu2.2
2022-05-09 08:29:13 configure libx11-6:amd64 2:1.6.3-1ubuntu2.2 <none>
2022-05-09 08:29:13 status unpacked libx11-6:amd64 2:1.6.3-1ubuntu2.2
2022-05-09 08:29:13 status half-configured libx11-6:amd64 2:1.6.3-1ubuntu2.2
2022-05-09 08:29:13 status installed libx11-6:amd64 2:1.6.3-1ubuntu2.2
2022-05-09 08:29:13 configure libxext6:amd64 2:1.3.3-1 <none>
2022-05-09 08:29:13 status unpacked libxext6:amd64 2:1.3.3-1
2022-05-09 08:29:13 status half-configured libxext6:amd64 2:1.3.3-1
2022-05-09 08:29:13 status installed libxext6:amd64 2:1.3.3-1
2022-05-09 08:29:13 configure sgml-base:all 1.26+nmu4ubuntu1 <none>
2022-05-09 08:29:13 status unpacked sgml-base:all 1.26+nmu4ubuntu1
2022-05-09 08:29:13 status half-configured sgml-base:all 1.26+nmu4ubuntu1
2022-05-09 08:29:13 status installed sgml-base:all 1.26+nmu4ubuntu1
2022-05-09 08:29:13 configure libasyncns0:amd64 0.8-5build1 <none>
2022-05-09 08:29:13 status unpacked libasyncns0:amd64 0.8-5build1
2022-05-09 08:29:13 status half-configured libasyncns0:amd64 0.8-5build1
2022-05-09 08:29:13 status installed libasyncns0:amd64 0.8-5build1
2022-05-09 08:29:13 configure libiscsi2:amd64 1.12.0-2 <none>
2022-05-09 08:29:13 status unpacked libiscsi2:amd64 1.12.0-2
2022-05-09 08:29:13 status half-configured libiscsi2:amd64 1.12.0-2
2022-05-09 08:29:13 status installed libiscsi2:amd64 1.12.0-2
2022-05-09 08:29:13 configure libjpeg-turbo8:amd64 1.4.2-0ubuntu3.4 <none>
2022-05-09 08:29:13 status unpacked libjpeg-turbo8:amd64 1.4.2-0ubuntu3.4
2022-05-09 08:29:13 status half-configured libjpeg-turbo8:amd64 1.4.2-0ubuntu3.4
2022-05-09 08:29:13 status installed libjpeg-turbo8:amd64 1.4.2-0ubuntu3.4
2022-05-09 08:29:13 configure libogg0:amd64 1.3.2-1 <none>
2022-05-09 08:29:13 status unpacked libogg0:amd64 1.3.2-1
2022-05-09 08:29:13 status half-configured libogg0:amd64 1.3.2-1
2022-05-09 08:29:13 status installed libogg0:amd64 1.3.2-1
2022-05-09 08:29:13 configure libwrap0:amd64 7.6.q-25 <none>
2022-05-09 08:29:13 status unpacked libwrap0:amd64 7.6.q-25
2022-05-09 08:29:13 status half-configured libwrap0:amd64 7.6.q-25
2022-05-09 08:29:13 status installed libwrap0:amd64 7.6.q-25
2022-05-09 08:29:13 configure libcap-ng0:amd64 0.7.7-1 <none>
2022-05-09 08:29:13 status unpacked libcap-ng0:amd64 0.7.7-1
2022-05-09 08:29:13 status half-configured libcap-ng0:amd64 0.7.7-1
2022-05-09 08:29:13 status installed libcap-ng0:amd64 0.7.7-1
2022-05-09 08:29:13 configure libnettle6:amd64 3.2-1ubuntu0.16.04.2 <none>
2022-05-09 08:29:13 status unpacked libnettle6:amd64 3.2-1ubuntu0.16.04.2
2022-05-09 08:29:13 status half-configured libnettle6:amd64 3.2-1ubuntu0.16.04.2
2022-05-09 08:29:13 status installed libnettle6:amd64 3.2-1ubuntu0.16.04.2
2022-05-09 08:29:13 configure libhogweed4:amd64 3.2-1ubuntu0.16.04.2 <none>
2022-05-09 08:29:13 status unpacked libhogweed4:amd64 3.2-1ubuntu0.16.04.2
2022-05-09 08:29:14 status half-configured libhogweed4:amd64 3.2-1ubuntu0.16.04.2
2022-05-09 08:29:14 status installed libhogweed4:amd64 3.2-1ubuntu0.16.04.2
2022-05-09 08:29:14 configure libidn11:amd64 1.32-3ubuntu1.2 <none>
2022-05-09 08:29:14 status unpacked libidn11:amd64 1.32-3ubuntu1.2
2022-05-09 08:29:14 status half-configured libidn11:amd64 1.32-3ubuntu1.2
2022-05-09 08:29:14 status installed libidn11:amd64 1.32-3ubuntu1.2
2022-05-09 08:29:14 configure libp11-kit0:amd64 0.23.2-5~ubuntu16.04.2 <none>
2022-05-09 08:29:14 status unpacked libp11-kit0:amd64 0.23.2-5~ubuntu16.04.2
2022-05-09 08:29:14 status half-configured libp11-kit0:amd64 0.23.2-5~ubuntu16.04.2
2022-05-09 08:29:14 status installed libp11-kit0:amd64 0.23.2-5~ubuntu16.04.2
2022-05-09 08:29:14 configure libtasn1-6:amd64 4.7-3ubuntu0.16.04.3 <none>
2022-05-09 08:29:14 status unpacked libtasn1-6:amd64 4.7-3ubuntu0.16.04.3
2022-05-09 08:29:14 status half-configured libtasn1-6:amd64 4.7-3ubuntu0.16.04.3
2022-05-09 08:29:14 status installed libtasn1-6:amd64 4.7-3ubuntu0.16.04.3
2022-05-09 08:29:14 configure libgnutls30:amd64 3.4.10-4ubuntu1.9 <none>
2022-05-09 08:29:14 status unpacked libgnutls30:amd64 3.4.10-4ubuntu1.9
2022-05-09 08:29:14 status half-configured libgnutls30:amd64 3.4.10-4ubuntu1.9
2022-05-09 08:29:14 status installed libgnutls30:amd64 3.4.10-4ubuntu1.9
2022-05-09 08:29:14 configure libkrb5support0:amd64 1.13.2+dfsg-5ubuntu2.2 <none>
2022-05-09 08:29:14 status unpacked libkrb5support0:amd64 1.13.2+dfsg-5ubuntu2.2
2022-05-09 08:29:14 status half-configured libkrb5support0:amd64 1.13.2+dfsg-5ubuntu2.2
2022-05-09 08:29:14 status installed libkrb5support0:amd64 1.13.2+dfsg-5ubuntu2.2
2022-05-09 08:29:14 configure libk5crypto3:amd64 1.13.2+dfsg-5ubuntu2.2 <none>
2022-05-09 08:29:14 status unpacked libk5crypto3:amd64 1.13.2+dfsg-5ubuntu2.2
2022-05-09 08:29:14 status half-configured libk5crypto3:amd64 1.13.2+dfsg-5ubuntu2.2
2022-05-09 08:29:14 status installed libk5crypto3:amd64 1.13.2+dfsg-5ubuntu2.2
2022-05-09 08:29:14 configure libkeyutils1:amd64 1.5.9-8ubuntu1 <none>
2022-05-09 08:29:14 status unpacked libkeyutils1:amd64 1.5.9-8ubuntu1
2022-05-09 08:29:14 status half-configured libkeyutils1:amd64 1.5.9-8ubuntu1
2022-05-09 08:29:14 status installed libkeyutils1:amd64 1.5.9-8ubuntu1
2022-05-09 08:29:14 configure libkrb5-3:amd64 1.13.2+dfsg-5ubuntu2.2 <none>
2022-05-09 08:29:14 status unpacked libkrb5-3:amd64 1.13.2+dfsg-5ubuntu2.2
2022-05-09 08:29:14 status half-configured libkrb5-3:amd64 1.13.2+dfsg-5ubuntu2.2
2022-05-09 08:29:14 status installed libkrb5-3:amd64 1.13.2+dfsg-5ubuntu2.2
2022-05-09 08:29:14 configure libgssapi-krb5-2:amd64 1.13.2+dfsg-5ubuntu2.2 <none>
2022-05-09 08:29:14 status unpacked libgssapi-krb5-2:amd64 1.13.2+dfsg-5ubuntu2.2
2022-05-09 08:29:14 status unpacked libgssapi-krb5-2:amd64 1.13.2+dfsg-5ubuntu2.2
2022-05-09 08:29:14 status half-configured libgssapi-krb5-2:amd64 1.13.2+dfsg-5ubuntu2.2
2022-05-09 08:29:14 status installed libgssapi-krb5-2:amd64 1.13.2+dfsg-5ubuntu2.2
2022-05-09 08:29:14 configure libroken18-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1 <none>
2022-05-09 08:29:14 status unpacked libroken18-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2022-05-09 08:29:14 status half-configured libroken18-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2022-05-09 08:29:14 status installed libroken18-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2022-05-09 08:29:14 configure libasn1-8-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1 <none>
2022-05-09 08:29:14 status unpacked libasn1-8-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2022-05-09 08:29:14 status half-configured libasn1-8-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2022-05-09 08:29:14 status installed libasn1-8-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2022-05-09 08:29:14 configure libhcrypto4-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1 <none>
2022-05-09 08:29:14 status unpacked libhcrypto4-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2022-05-09 08:29:14 status half-configured libhcrypto4-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2022-05-09 08:29:14 status installed libhcrypto4-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2022-05-09 08:29:14 configure libheimbase1-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1 <none>
2022-05-09 08:29:14 status unpacked libheimbase1-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2022-05-09 08:29:14 status half-configured libheimbase1-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2022-05-09 08:29:14 status installed libheimbase1-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2022-05-09 08:29:14 configure libwind0-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1 <none>
2022-05-09 08:29:14 status unpacked libwind0-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2022-05-09 08:29:14 status half-configured libwind0-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2022-05-09 08:29:14 status installed libwind0-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2022-05-09 08:29:14 configure libhx509-5-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1 <none>
2022-05-09 08:29:14 status unpacked libhx509-5-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2022-05-09 08:29:14 status half-configured libhx509-5-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2022-05-09 08:29:14 status installed libhx509-5-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2022-05-09 08:29:14 configure libsqlite3-0:amd64 3.11.0-1ubuntu1.5 <none>
2022-05-09 08:29:14 status unpacked libsqlite3-0:amd64 3.11.0-1ubuntu1.5
2022-05-09 08:29:14 status half-configured libsqlite3-0:amd64 3.11.0-1ubuntu1.5
2022-05-09 08:29:14 status installed libsqlite3-0:amd64 3.11.0-1ubuntu1.5
2022-05-09 08:29:14 configure libkrb5-26-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1 <none>
2022-05-09 08:29:14 status unpacked libkrb5-26-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2022-05-09 08:29:14 status half-configured libkrb5-26-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2022-05-09 08:29:14 status installed libkrb5-26-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2022-05-09 08:29:14 configure libheimntlm0-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1 <none>
2022-05-09 08:29:14 status unpacked libheimntlm0-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2022-05-09 08:29:14 status half-configured libheimntlm0-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2022-05-09 08:29:14 status installed libheimntlm0-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1
2022-05-09 08:29:14 configure libgssapi3-heimdal:amd64 1.7~git20150920+dfsg-4ubuntu1.16.04.1 <none>
